location_resolved,display_date,title,harga,Merek,Model,Varian,Tahun,Jarak tempuh,Tipe bahan bakar,Warna,Transmisi,Tipe bodi,Kapasitas mesin,Tipe Penjual,Nama Bursa Mobil
Pasar Kliwon,2022-12-19T04:45:07+0000,[OLX AUTOS] Daihatsu Terios 1.5 R Deluxe Bensin Manual-2021 Ungu,228000000.0,Daihatsu,Terios,terios-1.5-r-deluxe-bensin,2021,5.000-10.000,Bensin,Ungu,Manual,MPV,>1.000 - 1.500 cc,,
Baturetno,2022-12-19T04:44:04+0000,[OLX AUTOS] Daihatsu Terios 1.5 R Deluxe Bensin Manual-2021 Ungu,228000000.0,Daihatsu,Terios,terios-1.5-r-deluxe-bensin,2021,5.000-10.000,Bensin,Ungu,Manual,MPV,>1.000 - 1.500 cc,,
Banjarsari,2022-12-18T05:35:02+0000,( DP 24Jt) Daihatsu All New Xenia 1.3 R Deluxe Manual 2019,170000000.0,Daihatsu,Xenia,1.3 R Bensin-MT,2019,40.000-45.000,Bensin,Putih,Manual,MPV,>1.000 - 1.500 cc,Individu,
Jebres,2022-12-17T14:35:27+0000,Taruna FGX Long 2001 Efi Injeksi,69000000.0,Daihatsu,Taruna,1.5 FGX Bensin-MT,2001,195.000-200.000,Bensin,Biru,Manual,,,,
Pasar Kliwon,2022-12-17T04:39:16+0000,[OLX AUTOS] Daihatsu Ayla 1.2 R Bensin Manual-2020 Putih,128000000.0,Daihatsu,Ayla,1.2 R Bensin-MT,2020,20.000-25.000,Bensin,Putih,Manual,Compact & City Car,>1.000 - 1.500 cc,,
Banjarsari,2022-12-17T04:38:43+0000,[OLX AUTOS] Daihatsu Ayla 1.2 R Bensin Manual-2020 Putih,128000000.0,Daihatsu,Ayla,1.2 R Bensin-MT,2020,20.000-25.000,Bensin,Putih,Manual,Compact & City Car,>1.000 - 1.500 cc,,
Pracimantoro,2022-12-16T09:02:32+0000,Daihatsu Zebra 1990 Bensin,10000000.0,Daihatsu,Zebra,1.5 Bensin-MT,1990,135.000-140.000,Bensin,Hitam,Manual,,,Individu,
Jebres,2022-12-16T08:55:19+0000,[OLX AUTOS] Daihatsu Sigra 1.2 R Bensin Automatic-2019 Silver,126000000.0,Daihatsu,Sigra,daihatsu-sigra-66669-12-r,2019,50.000-55.000,Bensin,Silver,Automatic,MPV,>1.000 - 1.500 cc,,
Pasar Kliwon,2022-12-16T08:53:56+0000,[OLX AUTOS] Daihatsu Sigra 1.2 R Bensin Automatic-2019 Silver,126000000.0,Daihatsu,Sigra,daihatsu-sigra-66669-12-r,2019,50.000-55.000,Bensin,Silver,Automatic,MPV,>1.000 - 1.500 cc,,
Banjarsari,2022-12-16T08:50:57+0000,[OLX AUTOS] Daihatsu Sigra 1.2 R Bensin Automatic-2019 Silver,126000000.0,Daihatsu,Sigra,daihatsu-sigra-66669-12-r,2019,50.000-55.000,Bensin,Silver,Automatic,MPV,>1.000 - 1.500 cc,,
Banjarsari,2022-12-15T03:44:55+0000,[OLX AUTOS] Daihatsu Terios 1.5 EXTRA X Bensin Manual-2016 Silver,145000000.0,Daihatsu,Terios,daihatsu-terios-66698-extra-x,2016,75.000-80.000,Bensin,Silver,Manual,MPV,>1.000 - 1.500 cc,,
Jebres,2022-12-15T03:44:08+0000,[OLX AUTOS] Daihatsu Terios 1.5 EXTRA X Bensin Manual-2016 Silver,145000000.0,Daihatsu,Terios,daihatsu-terios-66698-extra-x,2016,75.000-80.000,Bensin,Silver,Manual,MPV,>1.000 - 1.500 cc,,
Pasar Kliwon,2022-12-15T03:42:41+0000,[OLX AUTOS] Daihatsu Terios 1.5 EXTRA X Bensin Manual-2016 Silver,145000000.0,Daihatsu,Terios,daihatsu-terios-66698-extra-x,2016,75.000-80.000,Bensin,Silver,Manual,MPV,>1.000 - 1.500 cc,,
Banjarsari,2022-12-14T04:56:50+0000,Daihatsu Sigra 1.2 R Bensin Automatic-2019,133000000.0,Daihatsu,Sigra,1.3 R Bensin-AT,2019,50.000-55.000,Bensin,Silver,Automatic,Minibus,>1.000 - 1.500 cc,,
Banjarsari,2022-12-14T04:48:55+0000,Daihatsu Sigra 1.2 R Bensin Automatic-2019,133000000.0,Daihatsu,Sigra,1.2 R Bensin-AT,2019,50.000-55.000,Bensin,Silver,Automatic,Minibus,>1.000 - 1.500 cc,,
Jebres,2022-12-13T13:50:21+0000,Sigra type R deluxe matic tahun 2018 istimewa,120000000.0,Daihatsu,Sigra,1.2 R Bensin-AT,2018,20.000-25.000,Bensin,Abu-abu,Automatic,MPV,>1.000 - 1.500 cc,Individu,Carsentro Solo
Wonogiri,2022-12-13T00:33:52+0000,Taft F50 Kebo Badak Kotak Diesel Solar Hardtop,95000000.0,Daihatsu,Taft,2.5 F50 Solar-MT,<1986,95.000-100.000,Diesel,Biru,Manual,Jeep,>2.000 - 3.000 cc,Individu,
Jebres,2022-12-12T03:24:15+0000,All New Xenia R Deluxe Th 2014 ManuaL Antikan,141000000.0,Daihatsu,Xenia,1.3 R Deluxe Bensin-MT,2014,15.000-20.000,Bensin,Putih,Manual,MPV,>1.000 - 1.500 cc,Diler,
Mojolaban,2022-12-11T16:38:18+0000,Daihatsu Gran max 2014 Bensin,83000000.0,Daihatsu,Gran max Pick-up,Lain-lain-MT,2014,>300.000,Bensin,Putih,Manual,Pick-up,>1.000 - 1.500 cc,Individu,
Jebres,2022-12-10T15:25:36+0000,Daihatsu Luxio X 2009 Bensin,107000000.0,Daihatsu,Luxio,1.5 X Bensin-AT,2009,155.000-160.000,Bensin,Hitam,Automatic,,,Diler,
Jebres,2022-12-10T13:37:23+0000,Daihatsu Taruna 2001 Bensin,68000000.0,Daihatsu,Taruna,1.5 FGX Bensin-MT,2001,195.000-200.000,Bensin,Merah,Manual,,,Diler,
Jebres,2022-12-10T13:32:55+0000,Daihatsu Espass 2002 Bensin,39000000.0,Daihatsu,Espass,1.3 Bensin-MT,2002,195.000-200.000,Bensin,Silver,Manual,,,Diler,
Jebres,2022-12-10T03:51:01+0000,[VIP Dealer] Daihatsu Sirion 2012 Bensin,102000000.0,Daihatsu,Sirion,1.3 M Sport Bensin-AT,2012,175.000-180.000,Bensin,Putih,Automatic,,,Diler,
Jebres,2022-12-09T07:38:07+0000,Daihatsu Great New Xenia 1.3 R Deluxe Manual 2016,130000000.0,Daihatsu,Xenia,1.3 R Deluxe Bensin-MT,2016,95.000-100.000,Bensin,Silver,Manual,MPV,>1.000 - 1.500 cc,Individu,
Banjarsari,2022-12-09T05:51:11+0000,KM 20rb Terios R Deluxe 2020 At(Matic) Plat G Tgn1 2021 Rush 2019 2018,225000000.0,Daihatsu,Terios,1.5 R Deluxe Bensin-AT,2020,20.000-25.000,Bensin,Merah,Automatic,,,,
Banjarsari,2022-12-09T03:05:50+0000,"Ayla D Manual MT 2018, Pjak On, Murah, Dp 15 jt, Altrntf agya",84000000.0,Daihatsu,Ayla,1.0 D Bensin-MT,2018,70.000-75.000,Bensin,Hitam,Manual,Compact & City Car,>1.000 - 1.500 cc,,
Jebres,2022-12-09T01:29:32+0000,Daihatsu Terios 2014 TX Adventure Istimewa Manual Bensin,138500000.0,Daihatsu,Terios,1.5 TX ADVENTURE Bensin-MT,2014,25.000-30.000,Bensin,Silver,Manual,SUV,>1.000 - 1.500 cc,Individu,
Banjarsari,2022-12-08T09:13:06+0000,Grandmax blindvan 2019,117500000.0,Daihatsu,Gran max,1.3 Blind Van Bensin-MT,2019,25.000-30.000,Bensin,Putih,Manual,,,Diler,
Banjarsari,2022-12-07T11:16:34+0000,Terios TX adventure 2013,143000000.0,Daihatsu,Terios,1.5 TX ADVENTURE Bensin-AT,2013,70.000-75.000,Bensin,Silver,Automatic,SUV,>1.000 - 1.500 cc,Diler,
Banjarsari,2022-12-06T04:25:51+0000,[OLX AUTOS] Daihatsu Sigra 1.2 R Bensin Automatic-2020 Putih,133000000.0,Daihatsu,Sigra,daihatsu-sigra-66669-12-r,2020,70.000-75.000,Bensin,Putih,Automatic,MPV,>1.000 - 1.500 cc,,
Jebres,2022-12-06T04:24:24+0000,[OLX AUTOS] Daihatsu Sigra 1.2 R Bensin Automatic-2020 Putih,127000000.0,Daihatsu,Sigra,daihatsu-sigra-66669-12-r,2020,70.000-75.000,Bensin,Putih,Automatic,MPV,>1.000 - 1.500 cc,,
Pasar Kliwon,2022-12-06T04:23:37+0000,[OLX AUTOS] Daihatsu Sigra 1.2 R Bensin Automatic-2020 Putih,127000000.0,Daihatsu,Sigra,daihatsu-sigra-66669-12-r,2020,70.000-75.000,Bensin,Putih,Automatic,MPV,>1.000 - 1.500 cc,,
Jebres,2022-12-05T23:56:31+0000,Ayla R 1.2 deluxe asli AD tangan pertama Nol spet,114000000.0,Daihatsu,Ayla,1.2 R Deluxe Bensin-MT,2018,85.000-90.000,Bensin,Merah,Manual,Minibus,>1.000 - 1.500 cc,Individu,
Ngadirojo,2022-12-04T13:45:35+0000,Daihatsu xenia tipe m,105000000.0,Daihatsu,Xenia,1.0 Bensin-MT,2014,10.000-15.000,Bensin,Silver,Manual,MPV,<1.000 cc,Individu,
Jebres,2022-12-04T11:32:18+0000,Jual xenia M sporty,87000000.0,Daihatsu,Xenia,1.0 M Sporty Bensin-MT,2014,40.000-45.000,Bensin,Silver,Manual,Minibus,>1.000 - 1.500 cc,Individu,
Jebres,2022-12-04T10:26:15+0000,Daihatsu Taft Rocky 4X4 Th 1993 ManuaL,128000000.0,Daihatsu,Taft,2.8 4x4 Solar-MT,1993,160.000-165.000,Diesel,Hitam,Manual,Jeep,>2.000 - 3.000 cc,Diler,
Jebres,2022-12-03T11:49:45+0000,Xenia Deluxe Manual,112000000.0,Daihatsu,Xenia,,2011,140.000-145.000,Bensin,Silver,Manual,,,Individu,
Pasar Kliwon,2022-12-02T06:02:28+0000,Daihatsu Espass 1996 Bensin,17500000.0,Daihatsu,Espass,1.6 Bensin-MT,1996,>300.000,Bensin,Hijau,Manual,Minibus,>1.500 - 2.000 cc,Individu,
Banjarsari,2022-12-02T00:20:20+0000,Bismillah.. Taruna CSX 1.5 Efi 2003 Istimewa...,72500000.0,Daihatsu,Taruna,1.5 CSX Bensin-MT,2003,180.000-185.000,Bensin,Biru,Manual,SUV,>1.000 - 1.500 cc,Individu,
Banjarsari,2022-12-01T06:50:38+0000,Taft Rocky istimewa,169500000.0,Daihatsu,Rocky,2.8 Solar-MT,1997,115.000-120.000,Diesel,Hitam,Manual,,,Diler,
Wonogiri,2022-11-30T14:26:04+0000,Taft GT 4x4 kucus kucus antik,125000000.0,Daihatsu,Taft,2.8 GT Solar-MT,1992,90.000-95.000,Diesel,Abu-abu,Manual,Jeep,>2.000 - 3.000 cc,Individu,
Banjarsari,2022-11-29T08:10:15+0000,Daihatsu Gran max 2017 Bensin,115000000.0,Daihatsu,Gran max,1.5 Pick-up STD AC&PS Bensin-MT,2017,175.000-180.000,Bensin,Silver,Manual,,,Individu,
Banjarsari,2022-11-29T05:33:53+0000,Daihatsu Terios TX AT 2010,119000000.0,Daihatsu,Terios,1.5 TX Bensin-AT,2010,115.000-120.000,Bensin,Hitam,Automatic,MPV,>1.000 - 1.500 cc,Diler,
Banjarsari,2022-11-29T04:59:33+0000,Daihatsu Terios 2015 Listrik,168000000.0,Daihatsu,Terios,1.5 ADVENTURE R Bensin-MT,2015,85.000-90.000,Listrik,Putih,Manual,,,Diler,
Jebres,2022-11-29T04:25:50+0000,[OLX AUTOS] Daihatsu Ayla 1.2 R Bensin Manual-2020 Putih,128000000.0,Daihatsu,Ayla,1.2 R Bensin-MT,2020,20.000-25.000,Bensin,Putih,Manual,Compact & City Car,>1.000 - 1.500 cc,,
Jebres,2022-11-28T13:07:54+0000,All New Terios R Deluxe Th 2020 Automatic Ad Tgn 1 KM 30rb Istimewa,231000000.0,Daihatsu,Terios,1.5 R Deluxe Bensin,2020,30.000-35.000,Bensin,Coklat,Automatic,SUV,>1.000 - 1.500 cc,Diler,
Colomadu,2022-11-27T21:08:53+0000,Daihatsu Espass 2001 Hybrid,29999999.0,Daihatsu,Espass,1.6 Bensin,2001,155.000-160.000,Hybrid,Silver,Manual,Minibus,>1.500 - 2.000 cc,Individu,Carsentro Solo
Banjarsari,2022-11-27T06:51:55+0000,[OLX AUTOS] Daihatsu Terios 1.5 R Deluxe Bensin Manual-2021 Ungu,237000000.0,Daihatsu,Terios,1.5 R Bensin,2021,5.000-10.000,Bensin,Ungu,Manual,MPV,>1.000 - 1.500 cc,,
Jebres,2022-11-27T06:51:46+0000,[OLX AUTOS] Daihatsu Terios 1.5 R Deluxe Bensin Manual-2021 Ungu,237000000.0,Daihatsu,Terios,1.5 R Bensin,2021,5.000-10.000,Bensin,Ungu,Manual,MPV,>1.000 - 1.500 cc,,
Laweyan,2022-11-27T06:51:31+0000,[OLX AUTOS] Daihatsu Terios 1.5 R Deluxe Bensin Manual-2021 Ungu,237000000.0,Daihatsu,Terios,1.5 R Bensin,2021,0-5.000,Bensin,Ungu,Manual,MPV,>1.000 - 1.500 cc,,
Pasar Kliwon,2022-11-27T06:51:20+0000,[OLX AUTOS] Daihatsu Terios 1.5 R Deluxe Bensin Manual-2021 Ungu,237000000.0,Daihatsu,Terios,1.5 R Bensin,2021,5.000-10.000,Bensin,Ungu,Manual,MPV,>1.000 - 1.500 cc,,
Serengan,2022-11-27T06:51:08+0000,[OLX AUTOS] Daihatsu Terios 1.5 R Deluxe Bensin Manual-2021 Ungu,237000000.0,Daihatsu,Terios,1.5 R Bensin,2021,5.000-10.000,Bensin,Ungu,Manual,MPV,>1.000 - 1.500 cc,,
Wirobrajan,2022-12-21T13:16:09+0000,[OLX AUTOS] Suzuki Karimun Wagon 1.0 GS Bensin Manual-2015,80000000.0,Suzuki,Wagon R,1.0 Bensin-MT,2015,90.000-95.000,Bensin,Merah,Manual,Hatchback,>1.000 - 1.500 cc,,
Piyungan,2022-12-19T03:16:36+0000,APV Arena SGX 1.5 Th'2011 manual,89900000.0,Suzuki,APV,1.5 Bensin-MT,2011,115.000-120.000,Bensin,Abu-abu,Manual,,>1.000 - 1.500 cc,Diler,
Jetis,2022-12-22T01:30:05+0000,(TDP bisa 15jt) New Baleno manual 2018,160000000.0,Suzuki,Baleno,Hatchback-MT,2018,50.000-55.000,Bensin,Silver,Manual,,,,
Kalasan,2022-12-19T00:54:25+0000,(DP 12jt) APV Arena LUXURY Captain Seat manual 2011,95000000.0,Suzuki,APV,1.5 SGX Luxury Bensin-MT,2011,95.000-100.000,Bensin,Hitam,Manual,,,,
Minggir,2022-12-22T09:21:23+0000,Suzuki Splash 2010 Plat AB Mulus Terawat,79500000.0,Suzuki,Splash,1.2 GL Bensin-MT,2010,140.000-145.000,Bensin,Coklat,Manual,Compact & City Car,>1.000 - 1.500 cc,Individu,
Wirobrajan,2022-12-22T07:07:21+0000,[OLX AUTOS] Suzuki Ignis 1.2 GX Bensin Automatic-2018,142000000.0,Suzuki,Ignis,ignis-1.2-gx-bensin,2018,55.000-60.000,Bensin,Merah,Automatic,Hatchback,>1.000 - 1.500 cc,,
Bantul,2022-12-22T07:07:08+0000,[OLX AUTOS] Suzuki Ignis 1.2 GX Bensin Automatic-2018,142000000.0,Suzuki,Ignis,ignis-1.2-gx-bensin,2018,55.000-60.000,Bensin,Merah,Automatic,Hatchback,>1.000 - 1.500 cc,,
Gondokusuman,2022-12-22T07:05:59+0000,[OLX AUTOS] Suzuki Karimun Wagon 1.0 GS Bensin Manual-2015,79000000.0,Suzuki,Wagon R,1.0 Bensin-MT,2015,85.000-90.000,Bensin,Marun,Manual,Hatchback,>1.000 - 1.500 cc,Diler,
Gondokusuman,2022-12-22T07:05:19+0000,[OLX AUTOS] Suzuki Ignis 1.2 GX Bensin Automatic-2018,142000000.0,Suzuki,Ignis,ignis-1.2-gx-bensin,2018,55.000-60.000,Bensin,Merah,Manual,Hatchback,>1.000 - 1.500 cc,Diler,
Kraton,2022-12-22T05:53:17+0000,(DP 20 JT) ERTIGA GX 2015,135000000.0,Suzuki,Ertiga,1.4 GX Bensin-AT,2015,25.000-30.000,Bensin,Putih,Automatic,MPV,>1.000 - 1.500 cc,Diler,
Mlati,2022-12-22T05:16:31+0000,[OLX Autos] Suzuki Swift 1.4 GX Automatic 2012 #ABAutoGallery,132000000.0,Suzuki,Swift,1.4 GX Bensin-AT,2012,115.000-120.000,Bensin,Hitam,Automatic,,>1.000 - 1.500 cc,Diler,
Pakualaman,2022-12-22T05:15:51+0000,[OLX Autos] Suzuki Swift 1.4 GX Automatic 2012 #ABAutoGallery,132000000.0,Suzuki,Swift,1.4 GX Bensin-AT,2012,115.000-120.000,Bensin,Hitam,Automatic,,>1.000 - 1.500 cc,Individu,
Sewon,2022-12-22T05:15:50+0000,[OLX Autos] Suzuki Swift 1.4 GX Automatic 2012 #ABAutoGallery,132000000.0,Suzuki,Swift,1.4 GX Bensin-AT,2012,115.000-120.000,Bensin,Hitam,Automatic,,>1.000 - 1.500 cc,Individu,
Mlati,2022-12-22T04:56:49+0000,Karimun 2001 tangan 1 rare manual,62000000.0,Suzuki,Karimun,1.0 Bensin-MT,2001,140.000-145.000,Bensin,Hijau,Manual,Compact & City Car,<1.000 cc,Individu,
Bambang Lipuro,2022-12-22T04:50:59+0000,Suzuki Carry Pick-up 2005 Bensin,43000000.0,Suzuki,Carry Pick-up,Lain-lain-MT,2005,>300.000,Bensin,Biru,Manual,,,Individu,
Jetis,2022-12-22T04:19:30+0000,Suzuki Karimun Wagon R 2014 Bensin,69000000.0,Suzuki,Karimun Wagon R,1.0 GA Bensin-MT,2014,115.000-120.000,Bensin,Silver,Manual,,,Individu,
Jetis,2022-12-22T03:42:31+0000,[DP11jt] Ertiga GL Sporty At 2014 Plat AB Kredit Murah,118000000.0,Suzuki,Ertiga,1.4 GL Sporty Bensin-AT,2014,95.000-100.000,Bensin,Silver,Automatic,MPV,>1.000 - 1.500 cc,Diler,
Depok,2022-12-22T03:40:04+0000,Suzuki Ignis 2017 Bensin,110000000.0,Suzuki,Ignis,1.2 GL Bensin-MT,2017,115.000-120.000,Bensin,Silver,Manual,,,Individu,
Depok,2022-12-22T03:25:08+0000,Jual cepat jimny istimewa,650000000.0,Suzuki,Jimny,1.5 Two Tone Bensin-AT,2021,10.000-15.000,Bensin,Hijau,Automatic,Jeep,>1.000 - 1.500 cc,Individu,
Banguntapan,2022-12-22T03:06:36+0000,[OLX AUTOS] Suzuki Karimun Wagon 1.0 GS Bensin Manual-2015,79000000.0,Suzuki,Wagon R,1.0 Bensin-MT,2015,90.000-95.000,Bensin,Merah,Manual,Hatchback,>1.500 - 2.000 cc,,
Piyungan,2022-12-20T11:05:35+0000,Futura GX 1.5 Th’2005,49900000.0,Suzuki,Futura,1.5 Bensin-MT,2005,>300.000,Bensin,Abu-abu,Manual,,>1.000 - 1.500 cc,Diler,
Ngaglik,2022-12-21T13:16:27+0000,[OLX AUTOS] Suzuki Karimun Wagon 1.0 GS Bensin Manual-2015,79000000.0,Suzuki,Wagon R,1.0 Bensin-MT,2015,90.000-95.000,Bensin,Merah,Manual,Hatchback,>1.500 - 2.000 cc,,
Godean,2022-12-20T08:22:25+0000,[OLX Autos] DP 12jt APV Arena 1.5 SGX Luxury MT 2011 #ArRozzaqAuto,95000000.0,Suzuki,APV,1.5 SGX Luxury Bensin-MT,2011,100.000-105.000,Bensin,Hitam,Manual,,>1.000 - 1.500 cc,Individu,
Jetis,2022-12-21T10:02:13+0000,(Dp 12jt) APV Arena LUXURY manual 2011 istimewa,98000000.0,Suzuki,APV,1.5 SGX Luxury Bensin-MT,2011,100.000-105.000,Bensin,Hitam,Manual,,,,
Mlati,2022-12-22T03:06:23+0000,[OLX AUTOS] Suzuki Karimun Wagon 1.0 GS Bensin Manual-2015,79000000.0,Suzuki,Wagon R,1.0 Bensin-MT,2015,90.000-95.000,Bensin,Merah,Manual,Hatchback,>1.500 - 2.000 cc,,
Kalasan,2022-12-21T13:19:10+0000,Suzuki Carry 2016 Bensin,79900000.0,Suzuki,Carry,1.5 Pick-up Bensin-MT,2016,85.000-90.000,Bensin,Putih,Manual,,,Individu,
Jetis,2022-12-21T11:18:22+0000,Suzuki SX4 2013 Bensin,115000000.0,Suzuki,SX4,sx4-1.5-x-over-bensin,2013,65.000-70.000,Bensin,Abu-abu,Manual,Compact & City Car,>1.000 - 1.500 cc,Individu,
Sleman,2022-12-21T10:02:33+0000,Suzuki Ignis 2019 Bensin,134000000.0,Suzuki,Ignis,1.2 GL Bensin-MT,2019,45.000-50.000,Bensin,Oranye,Manual,,,Diler,
Pajangan,2022-12-21T07:13:54+0000,Suzuki Futura 1995 Bensin,35000000.0,Suzuki,Futura,1.3 Bensin-MT,1995,>300.000,Bensin,Hijau,Manual,,,Individu,
Jetis,2022-12-21T07:03:11+0000,TDP ringan 7jt / Ertiga GL manual 2013 AC dobel blower,115000000.0,Suzuki,Ertiga,1.4 GL Bensin-MT,2013,95.000-100.000,Bensin,Silver,Manual,,,,
Kalasan,2022-12-21T07:03:10+0000,(Bisa kredit DP 10jt) Ertiga Gl manual 2013 siap pake,120000000.0,Suzuki,Ertiga,1.4 GL Bensin-MT,2013,95.000-100.000,Bensin,Silver,Manual,,,,
Umbulharjo,2022-12-21T05:58:16+0000,[DP 7jt!!] SUZUKI ERTIGA GL 1.4 MANUAL 2013 SILVER,115000000.0,Suzuki,Ertiga,1.4 GL Bensin-MT,2013,110.000-115.000,Bensin,Silver,Manual,,>1.000 - 1.500 cc,,
Piyungan,2022-12-21T03:29:23+0000,Langka – Amenity 2 Pintu Th’91,42900000.0,Suzuki,Amenity,1.3 Bensin,1991,100.000-105.000,Bensin,Putih,Manual,,>1.000 - 1.500 cc,Diler,
Piyungan,2022-12-21T03:28:57+0000,Carry STW 1.0 Th’1990 Pintu Belakang,17900000.0,Suzuki,Carry,1.0 Bensin-MT,1990,>300.000,Bensin,Abu-abu,Manual,,<1.000 cc,Diler,
Banguntapan,2022-12-21T01:56:01+0000,Suzuki Vitara 1993 Bensin,97000000.0,Suzuki,Vitara,1.6 Bensin-MT,1993,85.000-90.000,Bensin,Hijau,Manual,,,Individu,
Sewon,2022-12-21T00:48:14+0000,Suzuki carry extra 1.0 tahun 1991 Alexander plat AB Bantul siap pakai,25000000.0,Suzuki,Carry,1.0 ST100 Bensin-MT,1991,40.000-45.000,Bensin,Hitam,Manual,Minibus,<1.000 cc,Individu,
Banguntapan,2022-12-21T00:40:07+0000,Suzuki Baleno Next G 2003 MT,49500000.0,Suzuki,Baleno next-G,1.5 Bensin-MT,2003,125.000-130.000,Bensin,Hitam,Manual,Sedan,>1.000 - 1.500 cc,Diler,
Gondomanan,2022-12-20T14:59:17+0000,[DP 15JT saja] Suzuki Baleno 1.4 Manual 2018 Silver Stone,165000000.0,Suzuki,Baleno,1.4 Bensin-MT,2018,50.000-55.000,Bensin,Abu-abu,Manual,,>1.000 - 1.500 cc,Diler,
Berbah,2022-12-20T14:36:13+0000,Ertiga GX manual 2018,183000000.0,Suzuki,Ertiga,1.4 GX Bensin-MT,2018,50.000-55.000,Bensin,Coklat,Manual,Minibus,>1.000 - 1.500 cc,Diler,
Piyungan,2022-12-20T14:03:03+0000,Ertiga GL manual 2018,158000000.0,Suzuki,Ertiga,1.4 GL Bensin-MT,2018,35.000-40.000,Bensin,Silver,Manual,Minibus,>1.000 - 1.500 cc,Diler,
Ngaglik,2022-12-20T11:06:25+0000,[OLX AUTOS] Suzuki Ertiga 1.5 GL Bensin Manual-2019,164000000.0,Suzuki,Ertiga,1.5 GL Bensin-MT,2019,50.000-55.000,Bensin,Hitam,Manual,MPV,>1.500 - 2.000 cc,,
Ngampilan,2022-12-18T05:59:48+0000,DPnya 15jt aja / New Baleno manual 2018 nik 2017,162000000.0,Suzuki,Baleno,1.4 Bensin-MT,2018,50.000-55.000,Bensin,Abu-abu,Manual,,,,
Mantrijeron,2022-12-20T08:22:19+0000,[OLX Autos] DP 7 JUTA Ertiga 1.4 GL MT 2013 Silver #ArRozzaqAuto,115000000.0,Suzuki,Ertiga,1.4 GL Bensin-MT,2013,135.000-140.000,Bensin,Silver,Manual,,>1.000 - 1.500 cc,Individu,
Tegalrejo,2022-02-16T08:50:45+0000,Escudo 2.0 mt 2001 KM 68rb ANTIK jarang pakai,83000000.0,Suzuki,Escudo,2.0 Bensin,2001,60.000-65.000,Bensin,Silver,Manual,SUV,>1.500 - 2.000 cc,Diler,
Piyungan,2022-12-20T13:53:20+0000,Carry 1.0 Th'1995 pintu belakang,25900000.0,Suzuki,Carry,1.0 Bensin-MT,1995,150.000-155.000,Bensin,Merah,Manual,,<1.000 cc,Diler,
Mlati,2022-12-20T12:08:22+0000,Suzuki Ertiga 2012 Bensin,97000000.0,Suzuki,Ertiga,1.5 GA Bensin-MT,2012,65.000-70.000,Bensin,Abu-abu,Manual,MPV,>1.000 - 1.500 cc,Individu,
Gamping,2022-12-20T11:53:42+0000,[OLX AUTOS] Suzuki Ertiga 1.5 GL Bensin Manual-2019,164000000.0,Suzuki,Ertiga,1.5 GL Bensin-MT,2019,50.000-55.000,Bensin,Hitam,Manual,MPV,>1.500 - 2.000 cc,,
Umbulharjo,2022-12-20T11:53:27+0000,[OLX AUTOS] Suzuki Ertiga 1.5 GL Bensin Manual-2019,164000000.0,Suzuki,Ertiga,1.5 GL Bensin-MT,2019,50.000-55.000,Bensin,Hitam,Manual,MPV,>1.500 - 2.000 cc,,
Tegalrejo,2022-12-20T11:06:08+0000,[OLX AUTOS] Suzuki Ertiga 1.5 GL Bensin Manual-2019,164000000.0,Suzuki,Ertiga,1.5 GL Bensin-MT,2019,50.000-55.000,Bensin,Hitam,Manual,MPV,>1.000 - 1.500 cc,,
Piyungan,2022-12-20T11:05:49+0000,Careta 1.0 Adiputro Th’94 + Siapa Cepat Dapat,27900000.0,Suzuki,Carry,1.0 Bensin-MT,1994,245.000-250.000,Bensin,Abu-abu,Manual,,<1.000 cc,Diler,
Tegalrejo,2022-12-20T08:22:26+0000,[OLX Autos] DP 12jt APV Arena 1.5 SGX Luxury 2011 Hitam #ArRozzaqAuto,98000000.0,Suzuki,APV,1.5 SGX Luxury Bensin-MT,2011,100.000-105.000,Bensin,Hitam,Manual,,>1.000 - 1.500 cc,Individu,
Kasihan,2022-12-20T06:34:57+0000,Dijual cart 1000 murah,17000000.0,Suzuki,Carry,1.0 Bensin-MT,1989,85.000-90.000,Bensin,Silver,Manual,Minibus,<1.000 cc,Individu,
Berbah,2022-12-20T05:44:21+0000,Neo Baleno 1.5/MT,77000000.0,Suzuki,Neo Baleno,suzuki-neobaleno-67384-15,2008,180.000-185.000,Bensin,Biru,Manual,Sedan,>1.000 - 1.500 cc,Individu,
Kraton,2022-12-20T04:30:31+0000,Suzuki Splash 2012 Bensin,92000000.0,Suzuki,Splash,1.2 GL Bensin-MT,2012,65.000-70.000,Bensin,Hitam,Manual,,,Diler,
Piyungan,2022-12-20T04:13:43+0000,Baleno DX Th’2001 Manual,47900000.0,Suzuki,Baleno,1.5 DX Bensin-MT,2001,200.000-205.000,Bensin,Biru,Manual,,>1.000 - 1.500 cc,Diler,
Piyungan,2022-12-20T04:10:37+0000,Karimun GX Tahun 2004,62500000.0,Suzuki,Karimun,1.0 GX Bensin-MT,2004,160.000-165.000,Bensin,Biru,Manual,Hatchback,<1.000 cc,Individu,
Tegalrejo,2022-12-20T03:44:28+0000,(Dp17jt) Karimun GL Manual 2019 ORISINIL Kredit Murah,97000000.0,Suzuki,Karimun,1.0 GL Bensin-MT,2019,30.000-35.000,Bensin,Putih,Manual,Compact & City Car,<1.000 cc,Diler,
